Image ID,Orientation,Side body area[mm2],Standard length[mm],Myotome length[mm],Myotome height[mm],Side yolk area[mm2],Eye area[mm2],Eye max diameter[mm],Eye min diameter[mm],Ventral body area[mm2],Ventral body length[mm],Ventral body width[mm],Ventral yolk area[mm],Number of lipids,Total lipid area [mm2]
LUS_0216,ventral,0,0,0,0,0,0,0,0,2.125902852498798,1.6821358156227189,1.6149329537444566,0,0,0
LUS_0217,ventral,0,0,0,0,0,0,0,0,2.137927531420984,1.6794282559275269,1.6281479872626834,0,0,0
LUS_0218,ventral,0,0,0,0,0,0,0,0,2.0654990155903024,1.6561046478405113,1.5952172302477903,0,0,0
LUS_0219,ventral,0,0,0,0,0,0,0,0,3.202072983677114,2.4225711635534783,1.6971777815105287,1.862842254069275,1,0.4850535702021474
LUS_0220,ventral,0,0,0,0,0,0,0,0,3.1197860625901424,2.4087210990358927,1.6644258661591327,1.7211630915043155,1,0.4655914470822554
LUS_0223,side,4.408712954427214,5.751983799430662,6.0473143152012145,0.817040427794821,1.265003057657378,0.22239665574428857,0.5758502639532149,0.49244314731156646,0,0,0,0,0,0
LUS_0224,side,4.410593185531348,5.755434360227433,6.038250871092452,0.8389875508258505,1.2349467419976086,0.21891001359972984,0.5685985639718375,0.49131144799717397,0,0,0,0,0,0
LUS_0225,side,4.4427487883462184,5.794945570157351,5.96763883785369,0.7944240745165662,1.2192842343534651,0.2312319164666259,0.5650788166734156,0.5213862552160327,0,0,0,0,0,0
LUS_0226,ventral,0,0,0,0,0,0,0,0,1.9542006249856918,1.6045824280897145,1.5587240914639304,0,0,0
LUS_0227,ventral,0,0,0,0,0,0,0,0,1.8036674984547056,1.5471100506493125,1.4930265566392098,0,0,0
LUS_0228,ventral,0,0,0,0,0,0,0,0,1.8136861564524622,1.550332752119873,1.503077083310999,0,0,0
LUS_0229,ventral,0,0,0,0,0,0,0,0,3.205765950871088,2.4458329561935006,1.6864309726638014,1.7250091572995123,1,0.36800897415352213
LUS_0231,side,4.499173976141146,5.971083078284737,6.166301554811033,0.797422853080781,1.2195124177398893,0.2365348983671197,0.5771256288531111,0.522001170534402,0,0,0,0,0,0
LUS_0232,side,4.5336753041684545,5.677083958952457,5.852280027629902,0.7885196374622356,1.2924489553764569,0.23311214757075968,0.572412700906816,0.5189484145953236,0,0,0,0,0,0
LUS_0233,side,4.536194448754575,5.738328907407569,5.92353618000944,0.7764350453172205,1.275107018008233,0.2333768402990115,0.5589187827445795,0.5319742445749374,0,0,0,0,0,0
LUS_0234,ventral,0,0,0,0,0,0,0,0,2.126662622192715,1.7354346112083536,1.5673092804310569,0,0,0
LUS_0235,ventral,0,0,0,0,0,0,0,0,2.0380156704287904,1.6592546844273512,1.5697767399497082,0,0,0
LUS_0236,ventral,0,0,0,0,0,0,0,0,3.0541682882717884,2.380757332216956,1.6506753618751826,1.6536523316773883,1,0.4419083812183787
LUS_0238,side,4.580872755816395,5.860159426464381,6.03285269416072,0.8020621736137424,1.341316709413021,0.2475881016054983,0.5786104966937271,0.545256977976519,0,0,0,0,0,0
LUS_0239,side,4.64606931298546,5.940923694425833,6.178689787630938,0.7878190217767551,1.2979709933279178,0.23487372331395295,0.56009952873806,0.5344493336062084,0,0,0,0,0,0
LUS_0240,ventral,0,0,0,0,0,0,0,0,2.1534419999542136,1.7732296411848785,1.55208637860062,0,0,0
LUS_0241,ventral,0,0,0,0,0,0,0,0,2.142161351617408,1.7771968172499482,1.5402163637906825,0,0,0
LUS_0242,ventral,0,0,0,0,0,0,0,0,2.141839415306426,1.7733945540820657,1.5423115424059104,0.5053198186854696,0,0
LUS_0243,ventral,0,0,0,0,0,0,0,0,3.547639419885076,2.545084476985982,1.7990676723606727,1.9674586776859504,1,0.45338934548201737
LUS_0245,ventral,0,0,0,0,0,0,0,0,3.4558088757125525,2.5660900171570713,1.7400279447035991,1.8607632609143563,1,0.44044035164030126
LUS_0246,side,4.317439599857614,5.683503571281848,5.721045585998442,0.7620542752646187,1.237146429842736,0.20610436195361487,0.5196627310297348,0.505328308360124,0,0,0,0,0,0
LUS_0247,side,4.528819561705351,5.997865576928865,6.055429999494311,0.6906347054049762,1.2966840390284864,0.23526619873860224,0.5570811776520452,0.5379574557780187,0,0,0,0,0,0
LUS_0248,ventral,0,0,0,0,0,0,0,0,2.2510588127561184,1.7454595816867837,1.6545885259837585,0.9404746915134726,0,0
LUS_0249,ventral,0,0,0,0,0,0,0,0,2.076854066985646,1.7107685862411623,1.5594277564414336,0,0,0
LUS_0250,ventral,0,0,0,0,0,0,0,0,2.0535129690254346,1.716129177798456,1.5351530060332181,0,0,0
LUS_0251,ventral,0,0,0,0,0,0,0,0,3.210606442160207,2.4562062883676807,1.6955511541881183,1.841468544676175,1,0.42830406813030836
LUS_0252,ventral,0,0,0,0,0,0,0,0,3.160815056889723,2.431328517945717,1.6884900292216907,1.7885736933678258,1,0.4207035095350381
LUS_0253,ventral,0,0,0,0,0,0,0,0,3.1142802362583275,2.419086754933576,1.6727419123452771,1.7834727913738238,1,0.42359807467777755
LUS_0255,side,4.219713219119942,5.855850040146577,6.021034904899597,0.6834475249391042,1.350243243489928,0.2148483493213826,0.5475821246012387,0.49987113115802034,0,0,0,0,0,0
LUS_0256,side,4.373499694234262,5.832199202911694,5.987372863740289,0.6979898170361489,1.3648013435437794,0.22688730478911293,0.5652910418988206,0.5112207081954828,0,0,0,0,0,0
LUS_0257,ventral,0,0,0,0,1.8301037778041456,0,0,0,1.7930264302557175,1.606494176088386,1.435188330065742,0,0,0
LUS_0258,ventral,0,0,0,0,0,0,0,0,2.0858282205077723,1.713065235577906,1.5576244538658348,0,0,0
LUS_0259,ventral,0,0,0,0,0,0,0,0,2.0504953526704974,1.687754136211155,1.55609897781209,0,0,0
LUS_0260,ventral,0,0,0,0,0,0,0,0,3.3830612852269866,2.507861334567413,1.7428642744487572,1.8998649298321926,1,0.43354232961699596
LUS_0261,ventral,0,0,0,0,0,0,0,0,3.36079473913143,2.5102183104147544,1.7292541967473944,1.8707461482108927,1,0.43502466747556146
LUS_0264,side,4.404541762123383,5.798448227457755,5.941107883380817,0.7585247821926391,1.2713374284645083,0.23070253101012222,0.578100135097013,0.5086585568139971,0,0,0,0,0,0
LUS_0265,side,4.507425087394237,5.826889960274593,6.019605635819782,0.7402799120409376,1.3119540712479805,0.22939732203977692,0.564175096600467,0.5179260318978348,0,0,0,0,0,0
LUS_0266,side,4.429121676508977,5.762246547526343,5.962470626014853,0.7286042031499066,1.2685444638146786,0.23051998430098303,0.576567980607625,0.5092817704565791,0,0,0,0,0,0
LUS_0267,side,4.381997243544692,5.791547105864214,5.949223567673915,0.7312738591579986,1.2388258595668167,0.2451876123803178,0.5819183189898912,0.536599138283482,0,0,0,0,0,0
LUS_0268,side,4.391471417749017,5.8280524264705145,6.018265301034599,0.7609575652166548,1.1986199468789076,0.24348992798532323,0.5830186268333755,0.5319801549704358,0,0,0,0,0,0
LUS_0269,ventral,0,0,0,0,0,0,0,0,1.8669587463656967,1.6578989172161602,1.4414803939110927,0,0,0
LUS_0270,ventral,0,0,0,0,0,0,0,0,1.8459470364689452,1.6467169787895748,1.4350419992673673,0,0,0
LUS_0271,ventral,0,0,0,0,0,0,0,0,3.2558792724525536,2.4728605023620647,1.6963210136435312,1.7848249238799478,1,0.42269951466312583
LUS_0272,ventral,0,0,0,0,0,0,0,0,3.2191656555481787,2.454461176268242,1.690209249889107,1.7667607197637416,1,0.418508619308166
LUS_0274,side,4.323290221885525,5.891778596828373,6.202125918485562,0.7333490709034819,1.1925228867936584,0.2267503947572585,0.5504520659976418,0.5248589151415679,0,0,0,0,0,0
LUS_0275,side,4.416407298217432,5.943463333197936,6.10614539696985,0.7009063444108762,1.2231085879099315,0.22177599693321529,0.539901862740942,0.5232277061948166,0,0,0,0,0,0
LUS_0276,side,4.383092523799527,5.839403965180124,6.029616839744208,0.7046467546640847,1.2125756427925996,0.2254543131223702,0.5414591878313537,0.5303323472356744,0,0,0,0,0,0
LUS_0277,side,4.378656638767445,5.784949624945562,5.980168101471858,0.7486658420660446,1.1555206688511424,0.2323728333987459,0.565155480172847,0.5236060825116963,0,0,0,0,0,0
LUS_0278,ventral,0,0,0,0,0,0,0,0,2.0017270094549118,1.696301218531105,1.5154251357701234,0,0,0
LUS_0279,ventral,0,0,0,0,0,0,0,0,2.0148877658478517,1.7150436360837242,1.5053935328525614,0,0,0
LUS_0280,ventral,0,0,0,0,0,0,0,0,2.06344863899636,1.75060659274991,1.5112231198814767,0,0,0
LUS_0281,ventral,0,0,0,0,0,0,0,0,2.0963948856482224,2.2045044922190207,1.2923729927212768,1.117157631464481,1,0.3873408919209725
LUS_0282,ventral,0,0,0,0,0,0,0,0,3.2448189716352647,2.4855467705882477,1.6814871983741153,1.7289510885739796,1,0.453227661912502
LUS_0284,side,4.305044678307062,5.859493728245245,6.197371860694605,0.7345864139438839,1.1271711649218243,0.2413084948111098,0.5831991939825705,0.5273641317671228,0,0,0,0,0,0
LUS_0285,side,4.48606712242495,5.910319639093776,6.120554921506711,0.7675856684551147,1.2258559158824764,0.2628763884959064,0.5970578569557617,0.5607857350698174,0,0,0,0,0,0
LUS_0286,ventral,0,0,0,0,0,0,0,0,1.9718413039994505,1.6505385091576656,1.5314123873546435,0,0,0
LUS_0287,ventral,0,0,0,0,0,0,0,0,1.9380465763146448,1.6516897106463293,1.5058778601575695,0,0,0
LUS_0288,ventral,0,0,0,0,0,0,0,0,3.5520134612302834,2.5139740311346173,1.8258634526479807,2.0722396465282387,1,0.46695073372862345
LUS_0290,side,4.35195005522038,5.830785192544516,6.015992465146387,0.8354170848842213,1.1275818950173875,0.20655160139100592,0.5337192073190565,0.4932307900737798,0,0,0,0,0,0
LUS_0291,side,4.259398873686805,5.846749758246819,6.099532657338561,0.7637053509274399,1.1207090114182967,0.20828579512782833,0.5367592076809659,0.49438442037917674,0,0,0,0,0,0
LUS_0292,side,4.433146831445496,5.9384424725230875,6.04606291471066,0.7010105141884315,1.2546526592491853,0.24076998201914915,0.5703925535435632,0.5376116246943848,0,0,0,0,0,0
LUS_0293,side,4.4316043117532695,5.823387302974188,5.913488138294017,0.7800414674251522,1.145279798468433,0.24015845054353283,0.5730822276941162,0.5340348913849635,0,0,0,0,0,0
LUS_0294,ventral,0,0,0,0,0,0,0,0,1.9215677296765183,1.7490050812598226,1.4083870098961533,0,0,0
LUS_0295,ventral,0,0,0,0,0,0,0,0,1.8937109383942676,1.7510979588021722,1.3898933632467816,0,0,0
LUS_0296,ventral,0,0,0,0,0,0,0,0,2.956014914951581,2.4241787857022654,1.5788323559139148,1.8295998260113093,1,0.44113859572811975
LUS_0299,side,4.05362309580964,5.394718439926314,5.675032149810227,0.6615693386427067,1.2950411186462336,0.19566269019085258,0.5190474015144967,0.48046154154045256,0,0,0,0,0,0
LUS_0300,ventral,0,0,0,0,0,0,0,0,2.581335420434514,2.356886124567909,1.4281234085258458,1.5213064604748059,1,0.4648316773883382
LUS_0301,side,3.976907841293891,5.514889724810417,5.647538176809054,0.682999991119891,1.3129215688064184,0.17884101094367522,0.5056569664899474,0.45135349746145725,0,0,0,0,0,0
LUS_0302,side,3.9052491306212977,5.508365919473759,5.681059187170098,0.6102494686432975,1.344310475442904,0.19098036710143207,0.5427338413907179,0.45001468907249104,0,0,0,0,0,0
LUS_0303,side,3.90905522950685,5.504648555793096,5.52216816266084,0.6445249558028167,1.38680734933051,0.19192048265349895,0.5457754150840838,0.44830188150340317,0,0,0,0,0,0
LUS_0304,side,3.8746999388468524,5.568862555780829,5.601398968535211,0.628863411782849,1.3673661248071851,0.1804474219841002,0.5100872458880588,0.4507015415856444,0,0,0,0,0,0
LUS_0305,ventral,0,0,0,0,0,0,0,0,1.8829868821684486,1.5939594076991481,1.5088651786314005,0,0,0
LUS_0306,ventral,0,0,0,0,0,0,0,0,1.8515930839495434,1.5673927202416875,1.5086871178838166,0,0,0
LUS_0307,ventral,0,0,0,0,0,0,0,0,1.9946987820791648,1.6734755085198285,1.5221406695379718,0,0,0
LUS_0309,ventral,0,0,0,0,0,0,0,0,3.0200015452942925,2.3136391408243893,1.6775709183912353,1.6048696801813145,1,0.47291156337995927
LUS_0310,ventral,0,0,0,0,0,0,0,0,2.8436519882786566,2.2385043306790013,1.6398242716737823,1.5756564639087933,1,0.48882666376685513
LUS_0312,ventral,0,0,0,0,0,0,0,0,3.030044527368879,2.3481488362252767,1.662647203475558,1.617270666880337,1,0.45354673656738625
LUS_0313,side,4.591925959054773,5.975067244849291,6.162777318432269,0.7824773413897281,1.3026806984237091,0.23501063334580735,0.5830922735421268,0.5134207906005575,0,0,0,0,0,0
LUS_0314,side,4.5820593094258,5.962715849820384,6.147923122422255,0.7800414674251522,1.2804830185923823,0.23341334964083935,0.5760974304909914,0.5161982332040043,0,0,0,0,0,0
LUS_0315,side,4.556694444190907,5.632300344176433,5.789976805986135,0.7628623130918009,1.4129297834083296,0.2449411743229799,0.5839191566686152,0.5344160577560139,0,0,0,0,0,0
LUS_0316,side,4.529622767225564,5.744460137774706,5.884616992716663,0.768090868277658,1.3696114493295972,0.23679959109537152,0.56614600834661,0.5327713660714594,0,0,0,0,0,0
LUS_0317,ventral,0,0,0,0,0,0,0,0,2.061252317941439,1.6684365528275749,1.5869145435635073,0.7430447448547424,0,0
LUS_0318,ventral,0,0,0,0,0,0,0,0,2.008439023831872,1.6482019230380702,1.5658789101120085,0,0,0
LUS_0319,ventral,0,0,0,0,0,0,0,0,1.9952467892218584,1.6466096837752777,1.5594610830680815,0,0,0
LUS_0320,ventral,0,0,0,0,0,0,0,0,3.626894416336622,2.6563257309890194,1.7692709188878262,2.02297051349557,1,0.5380900734873286
LUS_0321,ventral,0,0,0,0,0,0,0,0,3.599132059705593,2.621021734857223,1.7751565689155466,1.9512445342368536,1,0.508304525995284
LUS_0323,side,4.529896587289272,5.975104082640288,6.225384180750926,0.7534539690097493,1.2315057365303348,0.22496143700769433,0.5459978524025951,0.525385879293219,0,0,0,0,0,0
LUS_0324,side,4.500351402415093,5.954259687061401,6.20954538713425,0.7566453043122776,1.2289683372732998,0.22804647639214684,0.5474730853964105,0.5312603186520151,0,0,0,0,0,0
LUS_0325,side,4.697547484962715,6.085960379244375,6.288687258713987,0.7987380633039805,1.235065397358549,0.24806272304926022,0.5901928257024298,0.5353494499933505,0,0,0,0,0,0
LUS_0326,side,4.607670612718029,5.960768233685423,6.238579142588226,0.7809419316204994,1.212018875329725,0.24001241317622146,0.5922698276044902,0.516361907430068,0,0,0,0,0,0
LUS_0327,ventral,0,0,0,0,0,0,0,0,2.2270781346580892,1.7693434396791055,1.6091303536455042,0,0,0
LUS_0328,ventral,0,0,0,0,0,0,0,0,2.1916665712781302,1.7270748820017814,1.6229637842024058,0,0,0
LUS_0329,ventral,0,0,0,0,0,0,0,0,2.1693485153728167,1.7416870103879585,1.5937241838464786,0,0,0
LUS_0330,ventral,0,0,0,0,0,0,0,0,3.2536700739451936,2.5067056103427667,1.6880837988953743,1.9208666239326022,1,0.5136200521966072
LUS_0332,side,4.148017999105521,5.756833111881974,5.866956355050654,0.7129909365558912,1.136417155739725,0.22130137548945336,0.5508948065611058,0.5117069891446169,0,0,0,0,0,0
LUS_0333,side,4.068473270598115,5.728983401702279,5.844112246833172,0.6742644726746175,1.2790135175838118,0.22117359279305593,0.5533250202553988,0.5095043913035918,0,0,0,0,0,0
LUS_0334,side,4.0717864933689905,5.799150763467888,5.904268404674355,0.6586102719033232,1.2635335566488075,0.21535948010697237,0.5419923948078853,0.5063123607655717,0,0,0,0,0,0
LUS_0335,side,4.067724829090643,5.7090283490696985,5.939286039331484,0.676845049664795,1.3722218672702877,0.20296455855642062,0.5293509731793001,0.48858433455536376,0,0,0,0,0,0
LUS_0336,side,4.078924069696334,5.750717140227472,6.000997238338109,0.6738243853605164,1.3586677741167021,0.21207363934246676,0.5535572696995711,0.4879415303162746,0,0,0,0,0,0
LUS_0337,ventral,0,0,0,0,0,0,0,0,2.078376468029578,1.7125009451858542,1.5526150071770906,0.8073189716352648,0,0
LUS_0338,ventral,0,0,0,0,0,0,0,0,1.9479936929099608,1.613147189767315,1.543141990627034,0,0,0
LUS_0339,ventral,0,0,0,0,0,0,0,0,1.813315571987821,1.5767175120241588,1.4711030260244033,0,0,0
LUS_0340,ventral,0,0,0,0,0,0,0,0,3.1778447723266408,2.484991895119582,1.6491915442988188,1.8051526979693688,1,0.4645068794212587
LUS_0341,ventral,0,0,0,0,0,0,0,0,3.2160679128225085,2.476896134552728,1.6768018865944814,1.817944300725716,1,0.45848881664797053
LUS_0342,ventral,0,0,0,0,0,0,0,0,3.210211533618736,2.4618199905733276,1.680251819729705,1.8087455071999268,1,0.464123417504178
LUS_0345,side,4.389554677303055,5.781986893778666,5.967194166380536,0.7191918888658777,1.2293516853624922,0.22933343069157822,0.5638394081339987,0.5181302760585925,0,0,0,0,0,0
LUS_0346,side,4.358895957503126,5.688383401158433,5.851065464930346,0.7524175097998478,1.2305747483137248,0.2304104562754995,0.5670148874268236,0.5176140144427943,0,0,0,0,0,0
LUS_0347,side,4.3276530882339515,5.7242446026239575,5.859395855603702,0.7136307232431511,1.2966110203448307,0.2593532370095198,0.668516540631664,0.49930696517781903,0,0,0,0,0,0
LUS_0348,side,4.394556457133469,5.678083815271754,5.8532798839492,0.7040895525494809,1.5135312748149432,0.23288396418433566,0.5762226566224143,0.5148109910052885,0,0,0,0,0,0
LUS_0349,side,4.379532862971312,5.703341790175713,5.921085475531967,0.7196676477164587,1.4809010505563112,0.23187995728407007,0.5737808204353028,0.5150627253520234,0,0,0,0,0,0
LUS_0350,ventral,0,0,0,0,0,0,0,0,2.228238536205673,1.736302844080454,1.6437309766669785,0,0,0
LUS_0351,ventral,0,0,0,0,0,0,0,0,2.1127349419656145,1.6669793044181205,1.6266319651072145,0,0,0
LUS_0352,ventral,0,0,0,0,0,0,0,0,2.138890478697832,1.6634843814053721,1.6479295658194322,0,0,0
LUS_0353,ventral,0,0,0,0,0,0,0,0,2.139189521760033,1.6701031130450905,1.6397672326533987,0,0,0
LUS_0354,ventral,0,0,0,0,0,0,0,0,3.023157951969964,2.384476236466756,1.633688088529789,1.547377578352144,1,0.4421115588013095
LUS_0356,ventral,0,0,0,0,0,0,0,0,3.031911757972574,2.3843948782296325,1.632513734217218,1.573553146677045,1,0.45644702502232093
LUS_0358,side,4.040196785352452,5.594439430072313,5.907289552710609,0.6238579255088721,1.0589078230392202,0.21572457352525076,0.5560801255201065,0.49451191309302106,0,0,0,0,0,0
LUS_0359,side,4.126787816832632,5.581192371731375,5.816455663955375,0.7379830481666562,1.0005841494692453,0.22347368132820986,0.5583492344675773,0.5102025871742418,0,0,0,0,0,0
LUS_0360,side,4.148967241993045,5.6528779368714295,5.920677641849811,0.7320971693485442,0.9989868657642774,0.2244229242157337,0.5657592759086769,0.5057634464873565,0,0,0,0,0,0
LUS_0361,side,4.216527779045463,5.674863219567879,5.940160123565154,0.776881623602646,1.120654247405555,0.21196411131698323,0.5270225172590117,0.5127512158016843,0,0,0,0,0,0
LUS_0362,side,4.1393196484150385,5.6376616833171695,5.998065024596487,0.6887753734320156,1.1284855012276267,0.20791157437409297,0.5278644887226638,0.5019949107950857,0,0,0,0,0,0
LUS_0363,ventral,0,0,0,0,0,0,0,0,1.6433017215723082,1.5368334087170006,1.3671905409586804,0,0,0
LUS_0364,ventral,0,0,0,0,1.2829656538366754,0,0,0,1.9052391199835168,1.6877054350846799,1.4451701538152586,0,0,0
LUS_0365,ventral,0,0,0,0,1.132492401493232,0,0,0,1.91508178613127,1.6722425903070974,1.4662073183798132,0,0,0
LUS_0366,ventral,0,0,0,0,1.1392740117377533,0,0,0,1.8899478606259015,1.6705175501525802,1.448282733786639,0,0,0
LUS_0367,ventral,0,0,0,0,0,0,0,0,3.2907270895812823,2.4662685855990065,1.7291682868358846,1.8943018703784253,1,0.4865702479338843
LUS_0370,side,4.1740400324933145,5.630226955955845,5.890518257990907,0.7474212778903474,1.209956097516452,0.21775996933215286,0.560656693922545,0.4953495641931827,0,0,0,0,0,0
LUS_0371,side,4.187073867525853,5.640756506935418,5.903550609951586,0.7353563688087553,1.2226339664661696,0.21631785032995318,0.5631822284389069,0.4898224163533232,0,0,0,0,0,0
LUS_0372,side,4.182428053778261,5.687880312815921,5.925646406021026,0.6889277493046151,1.3343069157820757,0.2236014640246073,0.5684341496108295,0.5016022898005759,0,0,0,0,0,0
LUS_0373,side,4.150308960305218,5.824994440643263,6.0477437279617305,0.6893581946757614,1.2287584085577896,0.21136170717682387,0.5490501799369519,0.4903830341506812,0,0,0,0,0,0
LUS_0374,side,4.256788455746114,5.861966011801079,5.959575250064226,0.7014335448261877,1.3766668796378274,0.23097635107383102,0.5542313827148929,0.5308913519463636,0,0,0,0,0,0
LUS_0375,side,4.2064785827073505,5.791976518624731,5.997206199075452,0.7051970450678791,1.4047882001807213,0.22413997681656794,0.5635256946682665,0.5066164441595987,0,0,0,0,0,0
LUS_0376,ventral,0,0,0,0,0,0,0,0,2.082678967972345,1.7048396772341865,1.5649482715694694,0,0,0
LUS_0377,ventral,0,0,0,0,0,0,0,0,2.019409182482086,1.6821573674191985,1.5385288263309542,0,0,0
LUS_0378,ventral,0,0,0,0,0,0,0,0,2.0345659440031136,1.6715147133537056,1.5558882174206456,0,0,0
LUS_0379,ventral,0,0,0,0,0,0,0,0,2.053995158077883,1.7071244963293026,1.5428503212328835,0,0,0
LUS_0380,ventral,0,0,0,0,0,0,0,0,3.264070763031982,2.460251078256182,1.7187128444551718,1.6909683271903115,1,0.4653939928115199
LUS_0383,side,3.762890079499092,5.312754867977942,5.59056577688075,0.6640618083187497,1.0185376183130859,0.1859968419419319,0.4957420496903722,0.47799022865072655,0,0,0,0,0,0
LUS_0384,side,3.826297678918593,5.144481499972398,5.447320418686269,0.6383493490840118,0.9580325115688977,0.19082520239866377,0.5147384208238253,0.47223817034340393,0,0,0,0,0,0
LUS_0385,side,3.766294575624538,5.198794809408696,5.288895644728525,0.6638624801412685,0.952245780889185,0.2033570339810699,0.5197039513729643,0.49845779360703435,0,0,0,0,0,0
LUS_0386,ventral,0,0,0,0,0,0,0,0,2.186817495020718,1.7539611416203902,1.5975766651692525,0.7376376456582954,0,0
LUS_0387,ventral,0,0,0,0,0,0,0,0,2.112251322085117,1.7276119021745515,1.5658347981116885,0.6562006364323161,0,0
LUS_0388,ventral,0,0,0,0,0,0,0,0,2.1444936013369658,1.7508138784911422,1.5704070383306659,0,0,0
LUS_0389,ventral,0,0,0,0,0,0,0,0,3.2745759025663332,2.4882184304070063,1.6991730035643655,1.7780513838968888,1,0.4357915913097228
LUS_0390,ventral,0,0,0,0,0,0,0,0,3.200554875117328,2.4438992037369967,1.6874819117538042,1.6641445937593005,1,0.4082953686957716
LUS_0392,side,4.474274605014558,5.6302790524594775,5.8805591505701145,0.8090869089959568,1.1054937432115441,0.22351931800549465,0.545823512060966,0.5220681294963891,0,0,0,0,0,0
LUS_0393,side,4.510656164146001,5.762298644029977,6.040109552932784,0.812031540491268,1.0574291946951926,0.21718494719836437,0.5455399956144472,0.5076545359870949,0,0,0,0,0,0
LUS_0394,side,4.65777968437674,5.813072458374874,6.005788133920064,0.8137662867241567,1.1131972143372186,0.2336050236854355,0.5822453357684282,0.5111956221037581,0,0,0,0,0,0
LUS_0395,side,4.632369182464563,5.817685485367567,5.977864748158374,0.8263709725170876,1.1168755305263733,0.24110769343105667,0.5898226969583975,0.5208084497328608,0,0,0,0,0,0
LUS_0396,ventral,0,0,0,0,0,0,0,0,1.9300897415352212,1.5957530666230912,1.550917597897158,0,0,0
LUS_0397,ventral,0,0,0,0,0,0,0,0,1.9270163228863808,1.581510716432928,1.5606943803201645,0,0,0
LUS_0398,ventral,0,0,0,0,0,0,0,0,1.9028310363773724,1.577759893369708,1.5455263814955849,0,0,0
LUS_0400,ventral,0,0,0,0,0,0,0,0,2.8341341200979833,2.4661475847049052,1.4809482081467542,1.7114148600077836,1,0.44333205512694307
LUS_0401,ventral,0,0,0,0,0,0,0,0,2.8082003617133307,2.457990044747319,1.4717179135105316,1.6985860557221675,1,0.4450404638172203
LUS_0403,side,3.8547658382088517,5.256803903447295,5.431999972124741,0.5751618435727982,1.224130849481111,0.21596188424713172,0.5521087866242773,0.49826965608341073,0,0,0,0,0,0
LUS_0404,side,3.9358074497312,5.4951709576364545,5.672869827295006,0.632005106203649,1.343598543277261,0.21298637288816274,0.5438874062015101,0.4990419741094849,0,0,0,0,0,0
LUS_0405,side,3.914522503445569,5.189946071680192,5.437723368809723,0.6621898897017945,1.3649838902529186,0.21004737087102163,0.5508167187184465,0.4858162760341322,0,0,0,0,0,0
LUS_0406,side,4.136234609030586,5.659674865457704,5.772300909607489,0.5584222559023235,1.551062878213963,0.20671589342923122,0.5515063334364152,0.47757965736739433,0,0,0,0,0,0
LUS_0407,side,4.141510208924709,5.446084276908352,5.59875513675584,0.5713884749410518,1.4470660180173602,0.19792626938417868,0.5364728633909837,0.46997311217324206,0,0,0,0,0,0
LUS_0408,side,4.076176741723788,5.392185121519935,5.554867185291848,0.5982559696933867,1.424740555489636,0.19603691094458794,0.5277965783741201,0.47320584560710593,0,0,0,0,0,0
LUS_0409,side,4.12235193180055,5.531676278242756,5.71438074986352,0.6406614926496179,1.5082830569271912,0.19976086381102764,0.5247306031694164,0.4860130090755076,0,0,0,0,0,0
LUS_0410,side,4.045481512582032,5.412060178204797,5.744932708691945,0.5416287371642617,1.4814304360128148,0.237146429842736,0.5803301883556565,0.5217019982862636,0,0,0,0,0,0
LUS_0411,side,3.9520541068445887,5.420516340963781,5.745880468507608,0.542437013049461,1.3990471061782934,0.2080211023995765,0.5589511558969096,0.47412772447019436,0,0,0,0,0,0
LUS_0412,ventral,0,0,0,0,0,0,0,0,2.076570763031982,1.8327484765936473,1.4578373402449005,0.8631269888509878,1,0.26511812916370964
LUS_0413,ventral,0,0,0,0,0,0,0,0,1.844447528673794,1.6613246904973733,1.4197878410397755,0,0,0
LUS_0414,ventral,0,0,0,0,0,0,0,0,1.7638289530917333,1.614943268138981,1.4042151659449449,0,0,0
LUS_0415,ventral,0,0,0,0,0,0,0,0,1.801030482360752,1.6398665498739518,1.4072352047080512,0,0,0
LUS_0416,ventral,0,0,0,0,0,0,0,0,3.3579845928435703,2.5429415871153473,1.701261904759509,1.9068545248506215,1,0.42911677846203156
LUS_0419,side,4.410784859575944,5.812228891566476,6.087536999488177,0.7620602638797932,1.235348344757715,0.2039503107857723,0.5228984000841325,0.4967200719979288,0,0,0,0,0,0
LUS_0420,side,4.35996385575159,5.798892898930909,6.074201006852609,0.7683581925294283,1.2201604585573333,0.1991128229935835,0.5213466375000344,0.4864750789201679,0,0,0,0,0,0
LUS_0421,side,4.399667764989367,5.893821467623689,6.104056750036624,0.757946977694695,1.2044614415713621,0.2343169558510784,0.5858449737899002,0.5097645815693149,0,0,0,0,0,0
LUS_0422,side,4.367055795401648,5.873621191185577,6.078850871636298,0.7517075300972711,1.154242841887168,0.22809211306943164,0.5903685068968492,0.49315000207385307,0,0,0,0,0,0
LUS_0423,ventral,0,0,0,0,0,0,0,0,1.8116915821524233,1.6082211574626124,1.4456895358048945,0,0,0
LUS_0424,ventral,0,0,0,0,0,0,0,0,1.770239062750395,1.548743226646981,1.468021372026138,0,0,0
LUS_0425,ventral,0,0,0,0,0,0,0,0,1.8180959684988898,1.5899382193991616,1.468945561776101,0,0,0
LUS_0426,ventral,0,0,0,0,0,0,0,0,3.065911094068359,2.3905080604153275,1.6566669515927512,1.7209298665323596,1,0.42417469838144733
LUS_0428,ventral,0,0,0,0,0,0,0,0,2.992853013896202,2.325006038723457,1.6600599836769194,1.6556898308188914,1,0.43992811519882785
